State,Sex,Year,Incidence,Mortality,Population
935,Massachusetts,Female,2013,17461,5474,3459046
936,Massachusetts,Female,2014,17740,5310,3482834
937,Massachusetts,Female,2015,18237,5403,3498600
938,Massachusetts,Female,2016,18428,5231,3512242
939,Massachusetts,Female,2017,18258,5372,3529952
940,Massachusetts,Female,2018,17672,5119,3542065
941,Massachusetts,Female,2019,18607,5072,3546076
942,Massachusetts,Female,2020,16806,4988,3576075
943,Massachusetts,Female,2021,16729,4952,3573948
944,Massachusetts,Male,1999,14942,6062,NA
945,Massachusetts,Male,2000,15436,6087,3064859
946,Massachusetts,Male,2001,15851,5932,3085067
947,Massachusetts,Male,2002,16064,5949,3097770
948,Massachusetts,Male,2003,15549,5911,3101748
949,Massachusetts,Male,2004,15571,5744,3097647
950,Massachusetts,Male,2005,16010,5701,3094280
951,Massachusetts,Male,2006,16419,5908,3098899
952,Massachusetts,Male,2007,16717,5724,3109906
953,Massachusetts,Male,2008,16622,5681,3128237
954,Massachusetts,Male,2009,16467,5591,3151754
955,Massachusetts,Male,2010,16014,5657,3166628
956,Massachusetts,Male,2011,16542,5627,3194591
957,Massachusetts,Male,2012,15611,5591,3223186
958,Massachusetts,Male,2013,15586,5594,3248502
959,Massachusetts,Male,2014,15920,5640,3274145
960,Massachusetts,Male,2015,16536,5468,3290650
961,Massachusetts,Male,2016,17143,5589,3306304
962,Massachusetts,Male,2017,17681,5610,3324786
963,Massachusetts,Male,2018,17191,5547,3335636
964,Massachusetts,Male,2019,18213,5451,3341495
965,Massachusetts,Male,2020,16380,5393,3417759
966,Massachusetts,Male,2021,15325,5339,3414342
967,Michigan,Female,1999,22030,8300,NA
968,Michigan,Female,2000,22278,8374,5072182
969,Michigan,Female,2001,22601,8278,5089289
970,Michigan,Female,2002,22772,8464,5100171
971,Michigan,Female,2003,22833,8285,5110521
972,Michigan,Female,2004,22684,8213,5117929
973,Michigan,Female,2005,23185,8504,5114320
974,Michigan,Female,2006,23478,8658,5106621
975,Michigan,Female,2007,24027,8480,5091035
976,Michigan,Female,2008,24179,8576,5065899
977,Michigan,Female,2009,24251,8572,5044338
978,Michigan,Female,2010,23875,8579,5035526
979,Michigan,Female,2011,24606,8533,5033448
980,Michigan,Female,2012,24679,8559,5037609
981,Michigan,Female,2013,24678,8442,5043525
982,Michigan,Female,2014,24657,8802,5049223
983,Michigan,Female,2015,25639,8581,5046760
984,Michigan,Female,2016,25951,8590,5053391
985,Michigan,Female,2017,25663,8448,5062604
986,Michigan,Female,2018,25826,8502,5067339
987,Michigan,Female,2019,25818,8624,5067806
988,Michigan,Female,2020,23666,8469,5077238
989,Michigan,Female,2021,24621,8516,5061452
990,Michigan,Male,1999,24523,8951,NA
991,Michigan,Male,2000,25176,9090,4880268
992,Michigan,Male,2001,25158,9038,4901831
993,Michigan,Male,2002,25544,9117,4915539
994,Michigan,Male,2003,25594,9059,4930631
995,Michigan,Male,2004,25031,9046,4937386
996,Michigan,Male,2005,25036,9179,4936817
997,Michigan,Male,2006,25824,9151,4929460
998,Michigan,Male,2007,27225,9234,4910249
999,Michigan,Male,2008,26693,9244,4880990
1000,Michigan,Male,2009,26435,9341,4857253
1001,Michigan,Male,2010,26863,9497,4848114
1002,Michigan,Male,2011,27178,9337,4843070
1003,Michigan,Male,2012,25435,9423,4853866
1004,Michigan,Male,2013,24745,9432,4865181
1005,Michigan,Male,2014,24911,9673,4876418
1006,Michigan,Male,2015,26001,9512,4880769
1007,Michigan,Male,2016,27171,9500,4893191
1008,Michigan,Male,2017,26714,9397,4906742
1009,Michigan,Male,2018,26831,9546,4913024
1010,Michigan,Male,2019,27764,9459,4915342
1011,Michigan,Male,2020,25371,9727,4991234
1012,Michigan,Male,2021,26103,9656,4974517
1013,Minnesota,Female,1999,9764,3684,NA
1014,Minnesota,Female,2000,9991,3832,2490622
1015,Minnesota,Female,2001,10314,3731,2514149
1016,Minnesota,Female,2002,10404,3798,2531205
1017,Minnesota,Female,2003,10231,3790,2546999
1018,Minnesota,Female,2004,10458,3765,2564037
1019,Minnesota,Female,2005,10574,3712,2579546
1020,Minnesota,Female,2006,10722,3706,2600951
1021,Minnesota,Female,2007,11420,3687,2622551
1022,Minnesota,Female,2008,11568,3973,2642672
1023,Minnesota,Female,2009,11813,3894,2659958
1024,Minnesota,Female,2010,11946,3891,2671793
1025,Minnesota,Female,2011,12216,3824,2691368
1026,Minnesota,Female,2012,12553,3755,2705370
1027,Minnesota,Female,2013,12582,3883,2723243
1028,Minnesota,Female,2014,13056,3865,2740876
1029,Minnesota,Female,2015,13657,3990,2754572
1030,Minnesota,Female,2016,13575,3908,2773512
1031,Minnesota,Female,2017,14123,3896,2794346
1032,Minnesota,Female,2018,14399,3891,2813463
1033,Minnesota,Female,2019,14825,3841,2829462
1034,Minnesota,Female,2020,13721,3944,2847246
1035,Minnesota,Female,2021,14966,3954,2850594
1036,Minnesota,Male,1999,10415,3968,NA
1037,Minnesota,Male,2000,10955,4056,2443070
1038,Minnesota,Male,2001,11244,4012,2468647
1039,Minnesota,Male,2002,11405,4136,2487730
1040,Minnesota,Male,2003,11249,4045,2506573
1041,Minnesota,Male,2004,11795,4042,2523676
1042,Minnesota,Male,2005,11768,3857,2540052
1043,Minnesota,Male,2006,12439,4000,2562604
1044,Minnesota,Male,2007,12986,4194,2584652
1045,Minnesota,Male,2008,12919,4148,2604346
1046,Minnesota,Male,2009,12636,4274,2621245
1047,Minnesota,Male,2010,12718,4298,2632132
1048,Minnesota,Male,2011,13190,4280,2649790
1049,Minnesota,Male,2012,12667,4225,2668496
1050,Minnesota,Male,2013,12791,4318,2687676
1051,Minnesota,Male,2014,12984,4367,2707373
1052,Minnesota,Male,2015,14060,4443,2725269
1053,Minnesota,Male,2016,13879,4398,2746941
1054,Minnesota,Male,2017,15048,4447,2769877
1055,Minnesota,Male,2018,15280,4467,2790648
1056,Minnesota,Male,2019,15652,4560,2808032
1057,Minnesota,Male,2020,14445,4438,2862637
1058,Minnesota,Male,2021,15798,4559,2866680
1059,Mississippi,Female,1999,0,2387,NA
1060,Mississippi,Female,2000,0,2438,1472553
1061,Mississippi,Female,2001,0,2311,1473486
1062,Mississippi,Female,2002,0,2437,1475412
1063,Mississippi,Female,2003,5544,2372,1479611
1064,Mississippi,Female,2004,5815,2409,1490115
1065,Mississippi,Female,2005,5765,2410,1497962
1066,Mississippi,Female,2006,5760,2438,1496313
1067,Mississippi,Female,2007,6048,2287,1507071
1068,Mississippi,Female,2008,6425,2456,1516955
1069,Mississippi,Female,2009,6352,2357,1522000
1070,Mississippi,Female,2010,6450,2495,1526057
1071,Mississippi,Female,2011,6477,2395,1528813
1072,Mississippi,Female,2012,6639,2543,1531398
1073,Mississippi,Female,2013,6655,2538,1533637
1074,Mississippi,Female,2014,6847,2508,1535768
1075,Mississippi,Female,2015,6892,2464,1536347
1076,Mississippi,Female,2016,7289,2538,1536552
1077,Mississippi,Female,2017,7205,2590,1536544
1078,Mississippi,Female,2018,7399,2545,1533222
1079,Mississippi,Female,2019,7446,2550,1531584
1080,Mississippi,Female,2020,6594,2637,1518078
1081,Mississippi,Female,2021,7352,2619,1514416
1082,Mississippi,Male,1999,0,3026,NA
1083,Mississippi,Male,2000,0,3004,1375800
1084,Mississippi,Male,2001,0,2992,1379508
1085,Mississippi,Male,2002,0,2981,1383269
1086,Mississippi,Male,2003,6643,2945,1388701
1087,Mississippi,Male,2004,6695,2867,1398895
1088,Mississippi,Male,2005,6815,2920,1407981
1089,Mississippi,Male,2006,7404,3104,1408665
1090,Mississippi,Male,2007,7745,3022,1421279
1091,Mississippi,Male,2008,7799,3023,1430851
1092,Mississippi,Male,2009,7542,3040,1436774
1093,Mississippi,Male,2010,7660,3020,1441240
1094,Mississippi,Male,2011,7828,3068,1433272
1095,Mississippi,Male,2012,7622,3145,1435217
1096,Mississippi,Male,2013,7866,3177,1438900
1097,Mississippi,Male,2014,7910,3149,1439534
1098,Mississippi,Male,2015,8059,3197,1437311
1099,Mississippi,Male,2016,8118,3144,1437764
1100,Mississippi,Male,2017,8433,3094,1438155
1101,Mississippi,Male,2018,8570,3095,1433740
1102,Mississippi,Male,2019,8636,3224,1430509
1103,Mississippi,Male,2020,7441,3095,1427172
1104,Mississippi,Male,2021,8276,3164,1421885
1105,Missouri,Female,1999,12471,5179,NA
1106,Missouri,Female,2000,12619,5047,2879787
1107,Missouri,Female,2001,12543,5208,2895476
1108,Missouri,Female,2002,12693,5143,2910476
1109,Missouri,Female,2003,12938,5226,2926556
1110,Missouri,Female,2004,12923,5177,2942685
1111,Missouri,Female,2005,13460,5106,2962870
1112,Missouri,Female,2006,13587,5271,2987563
1113,Missouri,Female,2007,13577,5072,3007493
1114,Missouri,Female,2008,14030,5263,3024837
1115,Missouri,Female,2009,14452,5116,3042021
1116,Missouri,Female,2010,14202,5302,3055450
1117,Missouri,Female,2011,14643,5184,3061984
1118,Missouri,Female,2012,14794,5280,3068754
1119,Missouri,Female,2013,14785,5339,3074873
1120,Missouri,Female,2014,15092,5294,3082443
1121,Missouri,Female,2015,15395,5273,3089734
1122,Missouri,Female,2016,15475,5173,3096653
1123,Missouri,Female,2017,15914,5162,3106223
1124,Missouri,Female,2018,15709,5140,3113531
1125,Missouri,Female,2019,16235,5159,3121595
1126,Missouri,Female,2020,15305,5106,3112300
1127,Missouri,Female,2021,15848,5211,3120686
1128,Missouri,Male,1999,13022,5434,NA
1129,Missouri,Male,2000,12763,5601,2727498
1130,Missouri,Male,2001,13349,5542,2745666
1131,Missouri,Male,2002,13524,5654,2764349
1132,Missouri,Male,2003,13483,5637,2782847
1133,Missouri,Male,2004,13515,5795,2805056
1134,Missouri,Male,2005,14348,5789,2827430
1135,Missouri,Male,2006,14457,5707,2855141
1136,Missouri,Male,2007,15004,5742,2880119
1137,Missouri,Male,2008,14473,5771,2899079
1138,Missouri,Male,2009,14671,5863,2919067
1139,Missouri,Male,2010,14098,5777,2933477
1140,Missouri,Male,2011,14936,5739,2928777
1141,Missouri,Male,2012,14603,5936,2937087
1142,Missouri,Male,2013,14276,5942,2945863
1143,Missouri,Male,2014,14592,6067,2955940
1144,Missouri,Male,2015,14804,6006,2966465
1145,Missouri,Male,2016,14938,5844,2974596
1146,Missouri,Male,2017,15890,6036,2983574
1147,Missouri,Male,2018,15976,6105,2989220
1148,Missouri,Male,2019,15815,5911,2996962
1149,Missouri,Male,2020,15349,5917,3025438
1150,Missouri,Male,2021,15705,6015,3034596
1151,Montana,Female,1999,1939,633,NA
1152,Montana,Female,2000,2035,659,453425
1153,Montana,Female,2001,2125,681,454683
1154,Montana,Female,2002,2011,697,456712
1155,Montana,Female,2003,2020,667,460116
1156,Montana,Female,2004,1998,691,465000
1157,Montana,Female,2005,2199,697,469780
1158,Montana,Female,2006,2188,664,475341
1159,Montana,Female,2007,2216,708,480939
1160,Montana,Female,2008,2279,636,486477
1161,Montana,Female,2009,2333,678,490122
1162,Montana,Female,2010,2392,656,492748
1163,Montana,Female,2011,2452,713,496332
1164,Montana,Female,2012,2379,707,499190
1165,Montana,Female,2013,2483,730,503607
1166,Montana,Female,2014,2533,765,507398
1167,Montana,Female,2015,2593,760,511189
1168,Montana,Female,2016,2631,690,516242
1169,Montana,Female,2017,2779,703,522101
1170,Montana,Female,2018,2682,681,526198
1171,Montana,Female,2019,2740,689,530098
1172,Montana,Female,2020,2488,725,535355
1173,Montana,Female,2021,2712,658,544917
1174,Montana,Male,1999,2251,832,NA
1175,Montana,Male,2000,2336,844,450348
1176,Montana,Male,2001,2428,904,452278
1177,Montana,Male,2002,2507,823,454955
1178,Montana,Male,2003,2461,845,459514
1179,Montana,Male,2004,2484,815,465009
1180,Montana,Male,2005,2572,897,470322
1181,Montana,Male,2006,2583,902,477351
1182,Montana,Male,2007,2671,854,483767
1183,Montana,Male,2008,2620,859,489938
1184,Montana,Male,2009,2763,859,493860
1185,Montana,Male,2010,2722,871,496667
1186,Montana,Male,2011,2744,933,496672
1187,Montana,Male,2012,2614,879,500553
1188,Montana,Male,2013,2701,892,506053
1189,Montana,Male,2014,2696,930,510642
1190,Montana,Male,2015,2917,956,515573
1191,Montana,Male,2016,3079,945,520931
1192,Montana,Male,2017,3151,982,526774
1193,Montana,Male,2018,3290,920,530905
1194,Montana,Male,2019,3245,934,535119
1195,Montana,Male,2020,3035,945,548359
1196,Montana,Male,2021,3281,1003,558102
1197,Nebraska,Female,1999,3761,1402,NA
1198,Nebraska,Female,2000,3811,1418,868980
1199,Nebraska,Female,2001,3786,1384,871208
1200,Nebraska,Female,2002,3896,1380,874803
1201,Nebraska,Female,2003,3740,1355,879362
1202,Nebraska,Female,2004,3787,1329,883984
1203,Nebraska,Female,2005,3896,1350,889468
1204,Nebraska,Female,2006,3922,1339,894687
1205,Nebraska,Female,2007,4065,1369,900106
1206,Nebraska,Female,2008,4177,1388,905814
1207,Nebraska,Female,2009,3961,1328,913619
1208,Nebraska,Female,2010,4115,1426,920045
1209,Nebraska,Female,2011,4073,1342,925527
1210,Nebraska,Female,2012,3985,1374,931285
1211,Nebraska,Female,2013,4238,1406,936189
1212,Nebraska,Female,2014,4253,1332,942343
1213,Nebraska,Female,2015,4557,1416,947506
1214,Nebraska,Female,2016,4549,1387,953850
1215,Nebraska,Female,2017,4569,1374,958360
1216,Nebraska,Female,2018,4767,1380,963019
1217,Nebraska,Female,2019,4641,1382,966738
1218,Nebraska,Female,2020,4197,1402,975255
1219,Nebraska,Female,2021,4534,1391,975445
1220,Nebraska,Male,1999,4007,1499,NA
1221,Nebraska,Male,2000,4055,1542,844840
1222,Nebraska,Male,2001,4025,1519,848628
1223,Nebraska,Male,2002,4096,1514,853489
1224,Nebraska,Male,2003,4013,1472,859281
1225,Nebraska,Male,2004,4213,1502,865386
1226,Nebraska,Male,2005,4323,1523,872029
1227,Nebraska,Male,2006,4380,1604,878006
1228,Nebraska,Male,2007,4523,1559,883334
1229,Nebraska,Male,2008,4371,1542,890564
1230,Nebraska,Male,2009,4188,1546,899064
1231,Nebraska,Male,2010,4366,1542,906296
1232,Nebraska,Male,2011,4441,1601,907625
1233,Nebraska,Male,2012,4343,1608,915509
1234,Nebraska,Male,2013,4404,1557,922516
1235,Nebraska,Male,2014,4424,1618,930252
1236,Nebraska,Male,2015,4503,1597,937226
1237,Nebraska,Male,2016,4793,1548,945090
1238,Nebraska,Male,2017,5002,1606,950918
1239,Nebraska,Male,2018,5169,1589,955990
1240,Nebraska,Male,2019,5190,1583,961065
1241,Nebraska,Male,2020,4400,1573,981685
1242,Nebraska,Male,2021,4791,1667,982414
1243,Nevada,Female,1999,3288,1393,NA
1244,Nevada,Female,2000,4091,1474,990315
1245,Nevada,Female,2001,4154,1498,1030850
1246,Nevada,Female,2002,4262,1572,1069764
1247,Nevada,Female,2003,4298,1611,1108135
1248,Nevada,Female,2004,4609,1739,1156586
1249,Nevada,Female,2005,4467,1717,1198846
1250,Nevada,Female,2006,4783,1638,1243993
1251,Nevada,Female,2007,4746,1737,1284052
1252,Nevada,Female,2008,5118,1717,1310601
1253,Nevada,Female,2009,5128,1777,1327618
1254,Nevada,Female,2010,5194,1782,1336935
1255,Nevada,Female,2011,5378,1850,1342974
1256,Nevada,Female,2012,5306,1874,1359235
1257,Nevada,Female,2013,5557,1945,1376433
1258,Nevada,Female,2014,5739,2010,1398494
1259,Nevada,Female,2015,5778,2036,1424649
1260,Nevada,Female,2016,6109,2130,1450644
1261,Nevada,Female,2017,6572,2109,1477612
1262,Nevada,Female,2018,6030,2014,1506800
1263,Nevada,Female,2019,5723,2134,1533310
1264,Nevada,Female,2020,6328,2185,1542778
1265,Nevada,Female,2021,6394,2052,1558982
1266,Nevada,Male,1999,3685,1662,NA
1267,Nevada,Male,2000,4779,1738,1028426
1268,Nevada,Male,2001,4959,1820,1067549
1269,Nevada,Male,2002,5181,1813,1104027
1270,Nevada,Male,2003,5132,2023,1140715
1271,Nevada,Male,2004,5195,1830,1189636
1272,Nevada,Male,2005,5158,1956,1233297
1273,Nevada,Male,2006,5543,2029,1278665
1274,Nevada,Male,2007,5586,2027,1317020
1275,Nevada,Male,2008,5915,2098,1343029
1276,Nevada,Male,2009,6165,2113,1357047
1277,Nevada,Male,2010,5776,2173,1363616
1278,Nevada,Male,2011,5883,2205,1357924
1279,Nevada,Male,2012,5694,2156,1372894
1280,Nevada,Male,2013,5729,2306,1387545
1281,Nevada,Male,2014,5643,2403,1407218
1282,Nevada,Male,2015,5569,2357,1431220
1283,Nevada,Male,2016,6177,2343,1455633
1284,Nevada,Male,2017,6647,2469,1481315
1285,Nevada,Male,2018,6392,2436,1509714
1286,Nevada,Male,2019,6287,2482,1536019
1287,Nevada,Male,2020,6676,2508,1561172
1288,Nevada,Male,2021,6581,2432,1575329
1289,New Hampshire,Female,1999,2630,951,NA
1290,New Hampshire,Female,2000,2726,973,630111
1291,New Hampshire,Female,2001,2799,928,637412
1292,New Hampshire,Female,2002,2969,998,643680
1293,New Hampshire,Female,2003,2952,956,648513
1294,New Hampshire,Female,2004,3092,1045,653845
1295,New Hampshire,Female,2005,3233,1027,657932
1296,New Hampshire,Female,2006,3161,1015,662773
1297,New Hampshire,Female,2007,3176,1037,664987
1298,New Hampshire,Female,2008,3332,1008,666576
1299,New Hampshire,Female,2009,3359,986,666875
1300,New Hampshire,Female,2010,3373,976,667076
1301,New Hampshire,Female,2011,3526,1057,668618
1302,New Hampshire,Female,2012,3549,978,670544
1303,New Hampshire,Female,2013,3736,982,671336
1304,New Hampshire,Female,2014,3751,1042,673943
1305,New Hampshire,Female,2015,3745,1076,674710
1306,New Hampshire,Female,2016,3912,1056,677489
1307,New Hampshire,Female,2017,3784,1036,680836
1308,New Hampshire,Female,2018,3873,1079,682532
1309,New Hampshire,Female,2019,4062,1061,685759
1310,New Hampshire,Female,2020,3697,1032,691224
1311,New Hampshire,Female,2021,3871,1023,695005
1312,New Hampshire,Male,1999,2716,1067,NA
1313,New Hampshire,Male,2000,2937,1102,609771
1314,New Hampshire,Male,2001,3053,1058,618105
1315,New Hampshire,Male,2002,3243,1142,625409
1316,New Hampshire,Male,2003,3121,1108,631327
1317,New Hampshire,Male,2004,3268,1137,636276
1318,New Hampshire,Male,2005,3373,1117,640560
1319,New Hampshire,Male,2006,3417,1137,645616
1320,New Hampshire,Male,2007,3581,1148,647553
1321,New Hampshire,Male,2008,3620,1133,649330
1322,New Hampshire,Male,2009,3642,1164,649227
1323,New Hampshire,Male,2010,3689,1068,649394
1324,New Hampshire,Male,2011,3826,1217,649356
1325,New Hampshire,Male,2012,3588,1252,652227
1326,New Hampshire,Male,2013,3699,1168,653787
1327,New Hampshire,Male,2014,3642,1176,658009
1328,New Hampshire,Male,2015,3721,1210,660024
1329,New Hampshire,Male,2016,3948,1303,663373
1330,New Hampshire,Male,2017,4102,1274,666609
1331,New Hampshire,Male,2018,4212,1170,669627
1332,New Hampshire,Male,2019,4340,1277,672647
1333,New Hampshire,Male,2020,3858,1280,686967
1334,New Hampshire,Male,2021,4185,1308,691908
1335,New Jersey,Female,1999,20617,7781,NA
1336,New Jersey,Female,2000,20948,7886,4340112
1337,New Jersey,Female,2001,21490,7937,4369932
1338,New Jersey,Female,2002,21156,7846,4398801
1339,New Jersey,Female,2003,20818,7892,4421964
1340,New Jersey,Female,2004,21460,7651,4436964
1341,New Jersey,Female,2005,21432,7507,4443545
1342,New Jersey,Female,2006,21797,7659,4448099
1343,New Jersey,Female,2007,21887,7465,4455148
1344,New Jersey,Female,2008,22244,7502,4469901
1345,New Jersey,Female,2009,22590,7239,4493506
1346,New Jersey,Female,2010,22430,7234,4512294
1347,New Jersey,Female,2011,22662,7268,4525976
1348,New Jersey,Female,2012,22902,7070,4532696
1349,New Jersey,Female,2013,23625,7030,4536468
1350,New Jersey,Female,2014,23829,7146,4538923
1351,New Jersey,Female,2015,24089,6945,4540108
1352,New Jersey,Female,2016,24175,7144,4539452
1353,New Jersey,Female,2017,24366,6923,4545430
1354,New Jersey,Female,2018,24636,6761,4543829
1355,New Jersey,Female,2019,24543,6653,4540093
1356,New Jersey,Female,2020,22259,6599,4709127
1357,New Jersey,Female,2021,25245,6477,4707935
1358,New Jersey,Male,1999,21414,7884,NA
1359,New Jersey,Male,2000,22104,7794,4090509
1360,New Jersey,Male,2001,23031,7834,4122739
1361,New Jersey,Male,2002,23138,7631,4153842
1362,New Jersey,Male,2003,21542,7709,4179438
1363,New Jersey,Male,2004,21242,7323,4197597
1364,New Jersey,Male,2005,21562,7356,4208429
1365,New Jersey,Male,2006,22679,7221,4213580
1366,New Jersey,Male,2007,23174,7390,4222737
1367,New Jersey,Male,2008,22571,7184,4241189
1368,New Jersey,Male,2009,22819,6965,4262096
1369,New Jersey,Male,2010,22468,7249,4279600
1370,New Jersey,Male,2011,23284,7145,4292793
1371,New Jersey,Male,2012,22276,7203,4302693
1372,New Jersey,Male,2013,22457,7036,4311068
1373,New Jersey,Male,2014,22248,7048,4315746
1374,New Jersey,Male,2015,23251,7018,4318782
1375,New Jersey,Male,2016,23662,6909,4322183
1376,New Jersey,Male,2017,24522,6936,4330675
1377,New Jersey,Male,2018,24695,6884,4332803
1378,New Jersey,Male,2019,25653,6639,4332703
1379,New Jersey,Male,2020,23214,6564,4555466
1380,New Jersey,Male,2021,25717,6453,4553235
1381,New Mexico,Female,1999,3135,1070,NA
1382,New Mexico,Female,2000,3152,1127,925624
1383,New Mexico,Female,2001,3171,1059,930387
1384,New Mexico,Female,2002,3288,1126,941856
1385,New Mexico,Female,2003,3294,1227,952303
1386,New Mexico,Female,2004,3575,1230,964738
1387,New Mexico,Female,2005,3512,1246,978520
1388,New Mexico,Female,2006,3569,1233,993969
1389,New Mexico,Female,2007,3654,1232,1007922
1390,New Mexico,Female,2008,3859,1282,1018578
1391,New Mexico,Female,2009,3988,1248,1031238
1392,New Mexico,Female,2010,3907,1304,1041758
1393,New Mexico,Female,2011,4012,1306,1050189
1394,New Mexico,Female,2012,4196,1351,1052563
1395,New Mexico,Female,2013,4221,1329,1054416
1396,New Mexico,Female,2014,4204,1328,1052765
1397,New Mexico,Female,2015,4456,1434,1053023
1398,New Mexico,Female,2016,4406,1421,1054149
1399,New Mexico,Female,2017,4439,1379,1054546
1400,New Mexico,Female,2018,4416,1300,1055348
1401,New Mexico,Female,2019,4653,1332,1057544
1402,New Mexico,Female,2020,4055,1436,1062525
1403,New Mexico,Female,2021,4471,1426,1062052
1404,New Mexico,Male,1999,3506,1263,NA
1405,New Mexico,Male,2000,3470,1312,895580
1406,New Mexico,Male,2001,3664,1338,901303
1407,New Mexico,Male,2002,3783,1401,913453
1408,New Mexico,Male,2003,3780,1461,925271
1409,New Mexico,Male,2004,3908,1366,939070
1410,New Mexico,Male,2005,3958,1378,953754
1411,New Mexico,Male,2006,4119,1423,968168
1412,New Mexico,Male,2007,4281,1491,982148
1413,New Mexico,Male,2008,4200,1542,992084
1414,New Mexico,Male,2009,4258,1437,1005564
1415,New Mexico,Male,2010,4265,1536,1017421
1416,New Mexico,Male,2011,4049,1510,1017432
1417,New Mexico,Male,2012,3856,1609,1021586
1418,New Mexico,Male,2013,3957,1587,1024733
1419,New Mexico,Male,2014,4173,1607,1024097
1420,New Mexico,Male,2015,4205,1606,1024788
1421,New Mexico,Male,2016,4272,1568,1025690
1422,New Mexico,Male,2017,4370,1671,1025576
1423,New Mexico,Male,2018,4376,1707,1025741
1424,New Mexico,Male,2019,4599,1683,1027630
1425,New Mexico,Male,2020,4191,1630,1043040
1426,New Mexico,Male,2021,4393,1739,1041970
1427,New York,Female,1999,44055,16581,NA
1428,New York,Female,2000,44810,16516,9842061
1429,New York,Female,2001,44513,16411,9878713
1430,New York,Female,2002,44296,16318,9902927
1431,New York,Female,2003,44884,16170,9917810
1432,New York,Female,2004,45342,16083,9913527
1433,New York,Female,2005,45756,15822,9887467
1434,New York,Female,2006,46495,15583,9871401
1435,New York,Female,2007,47028,15506,9881510
1436,New York,Female,2008,48488,15423,9918841
1437,New York,Female,2009,48754,15139,9966620
1438,New York,Female,2010,48070,15513,10000955
1439,New York,Female,2011,49805,15538,10053616
1440,New York,Female,2012,49334,15487,10084358
1441,New York,Female,2013,51402,15319,10106792
1442,New York,Female,2014,51513,14907,10118252
1443,New York,Female,2015,52203,14859,10116769
1444,New York,Female,2016,51913,14927,10100397
1445,New York,Female,2017,53036,14675,10074815
1446,New York,Female,2018,52549,14554,10042909
1447,New York,Female,2019,54270,14008,10002490
1448,New York,Female,2020,47855,13627,10283189
1449,New York,Female,2021,53778,13441,10154848
1450,New York,Male,1999,43421,16365,NA
1451,New York,Male,2000,45300,16305,9159719
1452,New York,Male,2001,44965,16228,9204125
1453,New York,Male,2002,46094,16055,9234873
1454,New York,Male,2003,45264,15710,9258129
1455,New York,Male,2004,45582,15795,9258040
1456,New York,Male,2005,46321,15535,9245143
1457,New York,Male,2006,48360,15417,9233230
1458,New York,Male,2007,49448,15647,9250825
1459,New York,Male,2008,49534,15508,9293595
1460,New York,Male,2009,49794,15681,9340446
1461,New York,Male,2010,48512,15541,9377147
1462,New York,Male,2011,50723,15426,9421823
1463,New York,Male,2012,48383,15755,9457881
1464,New York,Male,2013,49611,15731,9492974
1465,New York,Male,2014,49318,15627,9506654
1466,New York,Male,2015,50111,15208,9512424
1467,New York,Male,2016,51350,15370,9508098
1468,New York,Male,2017,52246,15153,9488800
1469,New York,Male,2018,52432,14728,9462499
1470,New York,Male,2019,54401,14371,9426127
1471,New York,Male,2020,48146,13969,9801387
1472,New York,Male,2021,54041,13695,9678752
1473,North Carolina,Female,1999,15570,6369,NA
1474,North Carolina,Female,2000,16030,6329,4119034
1475,North Carolina,Female,2001,16329,6552,4187317
1476,North Carolina,Female,2002,16625,6661,4250179
1477,North Carolina,Female,2003,16911,6588,4313901
1478,North Carolina,Female,2004,17972,6701,4376070
1479,North Carolina,Female,2005,19014,6947,4457189
1480,North Carolina,Female,2006,19732,7086,4563152
1481,North Carolina,Female,2007,20351,7175,4677313
1482,North Carolina,Female,2008,20714,7127,4771376
1483,North Carolina,Female,2009,21861,7021,4846501
1484,North Carolina,Female,2010,22057,7246,4889991
1485,North Carolina,Female,2011,22561,7336,4940385
1486,North Carolina,Female,2012,22884,7491,4988257
1487,North Carolina,Female,2013,23742,7440,5037689
1488,North Carolina,Female,2014,24415,7758,5085563
1489,North Carolina,Female,2015,25395,7766,5135647
1490,North Carolina,Female,2016,25587,7839,5199423
1491,North Carolina,Female,2017,26192,7937,5259521
1492,North Carolina,Female,2018,26506,7832,5319720
1493,North Carolina,Female,2019,27625,7931,5376254
1494,North Carolina,Female,2020,25943,7909,5321128
1495,North Carolina,Female,2021,27731,8146,5384488
1496,North Carolina,Male,1999,16478,7351,NA
1497,North Carolina,Male,2000,17774,7490,3962580
1498,North Carolina,Male,2001,17995,7482,4022805
1499,North Carolina,Male,2002,18478,7594,4076022
1500,North Carolina,Male,2003,18688,7459,4108600
1501,North Carolina,Male,2004,20335,7700,4177082
1502,North Carolina,Male,2005,21270,7787,4248218
1503,North Carolina,Male,2006,21863,8001,4354118
1504,North Carolina,Male,2007,22848,8062,4440724
1505,North Carolina,Male,2008,23630,8085,4538073
1506,North Carolina,Male,2009,24311,8254,4603065
1507,North Carolina,Male,2010,24024,8575,4645492
1508,North Carolina,Male,2011,24560,8614,4618415
1509,North Carolina,Male,2012,23686,8579,4656850
1510,North Carolina,Male,2013,24639,8767,4698483
1511,North Carolina,Male,2014,25284,9097,4741010
1512,North Carolina,Male,2015,26006,9041,4792157
1513,North Carolina,Male,2016,26447,9007,4847257
1514,North Carolina,Male,2017,27355,8795,4908726
1515,North Carolina,Male,2018,28119,9036,4964407
1516,North Carolina,Male,2019,29324,9143,5014356
