State,Sex,Year,Incidence,Mortality,Population
2093,Vermont,Female,2021,1679,408,325491
2094,Vermont,Male,1999,1417,509,NA
2095,Vermont,Male,2000,1457,487,298769
2096,Vermont,Male,2001,1485,515,300444
2097,Vermont,Male,2002,1495,477,302483
2098,Vermont,Male,2003,1572,501,303652
2099,Vermont,Male,2004,1582,484,304840
2100,Vermont,Male,2005,1612,471,305793
2101,Vermont,Male,2006,1641,446,306602
2102,Vermont,Male,2007,1674,524,306943
2103,Vermont,Male,2008,1690,537,307429
2104,Vermont,Male,2009,1692,528,307689
2105,Vermont,Male,2010,1713,598,308206
2106,Vermont,Male,2011,1706,530,308570
2107,Vermont,Male,2012,1619,514,308210
2108,Vermont,Male,2013,1665,560,308446
2109,Vermont,Male,2014,1690,606,308034
2110,Vermont,Male,2015,1636,597,308182
2111,Vermont,Male,2016,1692,580,307549
2112,Vermont,Male,2017,1865,568,307797
2113,Vermont,Male,2018,1848,576,307791
2114,Vermont,Male,2019,1932,595,307828
2115,Vermont,Male,2020,1805,593,319590
2116,Vermont,Male,2021,1973,652,321425
2117,Virginia,Female,1999,12892,5437,NA
2118,Virginia,Female,2000,13286,5657,3619742
2119,Virginia,Female,2001,12815,5630,3665386
2120,Virginia,Female,2002,13490,5636,3713695
2121,Virginia,Female,2003,14368,5696,3757780
2122,Virginia,Female,2004,15056,5523,3814310
2123,Virginia,Female,2005,15221,5781,3863646
2124,Virginia,Female,2006,15584,5793,3908475
2125,Virginia,Female,2007,16085,5916,3947966
2126,Virginia,Female,2008,16502,5769,3988983
2127,Virginia,Female,2009,16996,5858,4037895
2128,Virginia,Female,2010,16571,5723,4075041
2129,Virginia,Female,2011,17130,5860,4100160
2130,Virginia,Female,2012,17526,5811,4141487
2131,Virginia,Female,2013,18044,5895,4172396
2132,Virginia,Female,2014,18487,6011,4199876
2133,Virginia,Female,2015,18772,6035,4224160
2134,Virginia,Female,2016,18914,6049,4246967
2135,Virginia,Female,2017,18797,6068,4273812
2136,Virginia,Female,2018,19038,6170,4293122
2137,Virginia,Female,2019,20073,6090,4310346
2138,Virginia,Female,2020,18669,6211,4343890
2139,Virginia,Female,2021,19333,6415,4353702
2140,Virginia,Male,1999,13773,6056,NA
2141,Virginia,Male,2000,14253,6086,3486075
2142,Virginia,Male,2001,14077,5934,3532976
2143,Virginia,Male,2002,14756,6151,3573178
2144,Virginia,Male,2003,15755,6295,3609197
2145,Virginia,Male,2004,15642,6087,3661265
2146,Virginia,Male,2005,16650,6322,3713459
2147,Virginia,Male,2006,16921,6222,3765250
2148,Virginia,Male,2007,18352,6290,3803034
2149,Virginia,Male,2008,17895,6386,3844513
2150,Virginia,Male,2009,17878,6439,3888042
2151,Virginia,Male,2010,17040,6502,3925983
2152,Virginia,Male,2011,17285,6539,3888414
2153,Virginia,Male,2012,16543,6523,3933069
2154,Virginia,Male,2013,17572,6535,3965535
2155,Virginia,Male,2014,17742,6636,3997180
2156,Virginia,Male,2015,17747,6812,4026884
2157,Virginia,Male,2016,18789,6824,4045283
2158,Virginia,Male,2017,19082,6951,4076516
2159,Virginia,Male,2018,19520,6921,4092922
2160,Virginia,Male,2019,20652,6845,4109898
2161,Virginia,Male,2020,18681,7048,4192198
2162,Virginia,Male,2021,19273,6927,4201880
2163,Washington,Female,1999,12706,4487,NA
2164,Washington,Female,2000,12768,4632,2967734
2165,Washington,Female,2001,13180,4622,3002080
2166,Washington,Female,2002,13169,4646,3036742
2167,Washington,Female,2003,13429,4772,3065739
2168,Washington,Female,2004,13402,4722,3107815
2169,Washington,Female,2005,13776,4696,3145396
2170,Washington,Female,2006,13816,4748,3200695
2171,Washington,Female,2007,13520,4950,3247800
2172,Washington,Female,2008,14730,4873,3293162
2173,Washington,Female,2009,15359,4964,3343920
2174,Washington,Female,2010,15303,4921,3374833
2175,Washington,Female,2011,15659,4953,3416815
2176,Washington,Female,2012,16075,4873,3450949
2177,Washington,Female,2013,15979,4927,3482341
2178,Washington,Female,2014,16368,4950,3524139
2179,Washington,Female,2015,16479,5136,3576657
2180,Washington,Female,2016,17306,5031,3638898
2181,Washington,Female,2017,17390,5140,3701498
2182,Washington,Female,2018,17519,5223,3750441
2183,Washington,Female,2019,18223,5241,3794430
2184,Washington,Female,2020,16951,5059,3824880
2185,Washington,Female,2021,18646,5416,3832496
2186,Washington,Male,1999,13403,4911,NA
2187,Washington,Male,2000,13262,4863,2942778
2188,Washington,Male,2001,13619,5012,2983642
2189,Washington,Male,2002,13767,5004,3015607
2190,Washington,Male,2003,13722,5052,3038376
2191,Washington,Male,2004,14417,5046,3070830
2192,Washington,Male,2005,14637,5000,3111909
2193,Washington,Male,2006,15092,5010,3170058
2194,Washington,Male,2007,15044,5255,3213787
2195,Washington,Male,2008,15528,5346,3269069
2196,Washington,Male,2009,15766,5501,3323506
2197,Washington,Male,2010,16028,5528,3349707
2198,Washington,Male,2011,16293,5577,3357827
2199,Washington,Male,2012,15663,5464,3399605
2200,Washington,Male,2013,15984,5439,3429350
2201,Washington,Male,2014,16065,5654,3477592
2202,Washington,Male,2015,16139,5787,3533040
2203,Washington,Male,2016,16828,5737,3601299
2204,Washington,Male,2017,17164,5752,3669416
2205,Washington,Male,2018,17721,5781,3721237
2206,Washington,Male,2019,18235,5826,3768269
2207,Washington,Male,2020,16661,5810,3850056
2208,Washington,Male,2021,18468,6117,3858309
2209,Washington DC,Female,1999,1248,494,NA
2210,Washington DC,Female,2000,1243,435,NA
2211,Washington DC,Female,2001,1227,469,NA
2212,Washington DC,Female,2002,1178,459,NA
2213,Washington DC,Female,2003,1380,365,NA
2214,Washington DC,Female,2004,1143,366,NA
2215,Washington DC,Female,2005,1182,354,NA
2216,Washington DC,Female,2006,1222,371,NA
2217,Washington DC,Female,2007,1203,419,NA
2218,Washington DC,Female,2008,1186,342,NA
2219,Washington DC,Female,2009,1288,384,NA
2220,Washington DC,Female,2010,1331,328,NA
2221,Washington DC,Female,2011,1369,349,NA
2222,Washington DC,Female,2012,1338,384,NA
2223,Washington DC,Female,2013,1376,383,NA
2224,Washington DC,Female,2014,1350,362,NA
2225,Washington DC,Female,2015,1290,348,NA
2226,Washington DC,Female,2016,1321,345,NA
2227,Washington DC,Female,2017,1386,368,NA
2228,Washington DC,Female,2018,1326,368,NA
2229,Washington DC,Female,2019,1335,320,NA
2230,Washington DC,Female,2020,1239,322,NA
2231,Washington DC,Female,2021,1341,363,NA
2232,Washington DC,Male,1999,1389,528,NA
2233,Washington DC,Male,2000,1361,537,NA
2234,Washington DC,Male,2001,1352,545,NA
2235,Washington DC,Male,2002,1385,551,NA
2236,Washington DC,Male,2003,1299,434,NA
2237,Washington DC,Male,2004,1209,439,NA
2238,Washington DC,Male,2005,1220,458,NA
2239,Washington DC,Male,2006,1235,521,NA
2240,Washington DC,Male,2007,1416,415,NA
2241,Washington DC,Male,2008,1300,435,NA
2242,Washington DC,Male,2009,1283,433,NA
2243,Washington DC,Male,2010,1323,375,NA
2244,Washington DC,Male,2011,1432,374,NA
2245,Washington DC,Male,2012,1391,387,NA
2246,Washington DC,Male,2013,1135,343,NA
2247,Washington DC,Male,2014,1192,396,NA
2248,Washington DC,Male,2015,1102,359,NA
2249,Washington DC,Male,2016,1108,358,NA
2250,Washington DC,Male,2017,1231,340,NA
2251,Washington DC,Male,2018,1279,402,NA
2252,Washington DC,Male,2019,1240,345,NA
2253,Washington DC,Male,2020,1070,347,NA
2254,Washington DC,Male,2021,1203,333,NA
2255,West Virginia,Female,1999,4820,1892,NA
2256,West Virginia,Female,2000,4747,1968,928269
2257,West Virginia,Female,2001,4841,1945,923643
2258,West Virginia,Female,2002,4753,1840,923841
2259,West Virginia,Female,2003,4713,1887,925835
2260,West Virginia,Female,2004,4799,1899,927027
2261,West Virginia,Female,2005,4945,1852,927690
2262,West Virginia,Female,2006,4898,1813,930605
2263,West Virginia,Female,2007,5005,1878,932683
2264,West Virginia,Female,2008,4935,1826,934911
2265,West Virginia,Female,2009,5009,1934,937434
2266,West Virginia,Female,2010,5007,1792,939408
2267,West Virginia,Female,2011,5106,1821,940143
2268,West Virginia,Female,2012,5136,1844,939745
2269,West Virginia,Female,2013,5235,1832,937758
2270,West Virginia,Female,2014,5287,1899,935610
2271,West Virginia,Female,2015,5398,1879,931088
2272,West Virginia,Female,2016,5408,1895,925307
2273,West Virginia,Female,2017,5521,1802,917441
2274,West Virginia,Female,2018,5617,1804,910878
2275,West Virginia,Female,2019,5487,1731,904273
2276,West Virginia,Female,2020,5109,1752,896769
2277,West Virginia,Female,2021,5596,1881,893634
2278,West Virginia,Male,1999,4974,2182,NA
2279,West Virginia,Male,2000,5085,2140,878752
2280,West Virginia,Male,2001,5302,2090,877838
2281,West Virginia,Male,2002,5142,2150,881573
2282,West Virginia,Male,2003,4966,2106,886460
2283,West Virginia,Male,2004,5122,2140,889411
2284,West Virginia,Male,2005,5261,2082,892802
2285,West Virginia,Male,2006,5483,2109,897307
2286,West Virginia,Male,2007,5688,2101,901369
2287,West Virginia,Male,2008,5494,2111,905399
2288,West Virginia,Male,2009,5450,2213,910341
2289,West Virginia,Male,2010,5343,2164,913586
2290,West Virginia,Male,2011,5683,2243,914319
2291,West Virginia,Male,2012,5437,2159,915588
2292,West Virginia,Male,2013,5509,2228,914849
2293,West Virginia,Male,2014,5359,2297,912617
2294,West Virginia,Male,2015,5532,2237,909948
2295,West Virginia,Male,2016,5567,2128,904709
2296,West Virginia,Male,2017,5873,2128,898554
2297,West Virginia,Male,2018,5848,2173,892442
2298,West Virginia,Male,2019,5814,2204,886903
2299,West Virginia,Male,2020,5331,2242,894627
2300,West Virginia,Male,2021,5855,2186,891443
2301,Wisconsin,Female,1999,11830,4296,NA
2302,Wisconsin,Female,2000,11931,4411,2719235
2303,Wisconsin,Female,2001,12252,4421,2733647
2304,Wisconsin,Female,2002,11885,4506,2751697
2305,Wisconsin,Female,2003,12076,4422,2766901
2306,Wisconsin,Female,2004,11711,4457,2782678
2307,Wisconsin,Female,2005,12355,4564,2797061
2308,Wisconsin,Female,2006,12548,4638,2812276
2309,Wisconsin,Female,2007,12802,4454,2827782
2310,Wisconsin,Female,2008,13172,4609,2842268
2311,Wisconsin,Female,2009,13215,4386,2856103
2312,Wisconsin,Female,2010,13328,4612,2864586
2313,Wisconsin,Female,2011,13945,4708,2872741
2314,Wisconsin,Female,2012,14168,4583,2879358
2315,Wisconsin,Female,2013,14305,4641,2887301
2316,Wisconsin,Female,2014,14382,4556,2893744
2317,Wisconsin,Female,2015,14666,4498,2896933
2318,Wisconsin,Female,2016,14929,4548,2901852
2319,Wisconsin,Female,2017,15168,4432,2910138
2320,Wisconsin,Female,2018,15001,4557,2917679
2321,Wisconsin,Female,2019,15539,4562,2924723
2322,Wisconsin,Female,2020,14265,4464,2942755
2323,Wisconsin,Female,2021,15803,4401,2935498
2324,Wisconsin,Male,1999,12956,4951,NA
2325,Wisconsin,Male,2000,12747,4790,2654764
2326,Wisconsin,Male,2001,13195,4905,2673188
2327,Wisconsin,Male,2002,12900,4827,2693465
2328,Wisconsin,Male,2003,12940,4835,2712302
2329,Wisconsin,Male,2004,13340,5050,2731348
2330,Wisconsin,Male,2005,12993,4903,2749105
2331,Wisconsin,Male,2006,13672,4837,2765379
2332,Wisconsin,Male,2007,14038,4994,2782993
2333,Wisconsin,Male,2008,14154,5077,2798728
2334,Wisconsin,Male,2009,14287,5036,2813161
2335,Wisconsin,Male,2010,14454,5183,2822400
2336,Wisconsin,Male,2011,14864,5325,2828701
2337,Wisconsin,Male,2012,14194,5124,2837239
2338,Wisconsin,Male,2013,14482,5215,2846193
2339,Wisconsin,Male,2014,15075,5219,2854589
2340,Wisconsin,Male,2015,15431,5255,2861037
2341,Wisconsin,Male,2016,15862,5249,2867761
2342,Wisconsin,Male,2017,15976,5214,2876977
2343,Wisconsin,Male,2018,16447,5183,2886725
2344,Wisconsin,Male,2019,17366,5194,2894709
2345,Wisconsin,Male,2020,15822,5373,2952345
2346,Wisconsin,Male,2021,17289,5168,2942771
2347,Wyoming,Female,1999,872,249,NA
2348,Wyoming,Female,2000,921,257,245584
2349,Wyoming,Female,2001,852,289,245327
2350,Wyoming,Female,2002,903,289,247785
2351,Wyoming,Female,2003,968,296,249128
2352,Wyoming,Female,2004,971,282,251506
2353,Wyoming,Female,2005,917,310,253726
2354,Wyoming,Female,2006,944,279,257361
2355,Wyoming,Female,2007,979,331,262776
2356,Wyoming,Female,2008,954,274,267982
2357,Wyoming,Female,2009,981,293,274046
2358,Wyoming,Female,2010,1083,304,276189
2359,Wyoming,Female,2011,1093,251,277554
2360,Wyoming,Female,2012,1056,278,281563
2361,Wyoming,Female,2013,972,309,284372
2362,Wyoming,Female,2014,1105,267,284645
2363,Wyoming,Female,2015,1090,324,285849
2364,Wyoming,Female,2016,1153,290,285299
2365,Wyoming,Female,2017,1128,268,283137
2366,Wyoming,Female,2018,1189,305,282798
2367,Wyoming,Female,2019,1239,310,283502
2368,Wyoming,Female,2020,1163,304,281224
2369,Wyoming,Female,2021,1257,360,282499
2370,Wyoming,Male,1999,1064,351,NA
2371,Wyoming,Male,2000,1054,288,248716
2372,Wyoming,Male,2001,1053,324,249330
2373,Wyoming,Male,2002,1045,296,252232
2374,Wyoming,Male,2003,1097,344,254325
2375,Wyoming,Male,2004,1142,336,257600
2376,Wyoming,Male,2005,1086,325,260431
2377,Wyoming,Male,2006,1258,346,265306
2378,Wyoming,Male,2007,1178,346,272100
2379,Wyoming,Male,2008,1238,311,278061
2380,Wyoming,Male,2009,1253,371,285805
2381,Wyoming,Male,2010,1278,412,287437
2382,Wyoming,Male,2011,1285,359,286524
2383,Wyoming,Male,2012,1148,369,291601
2384,Wyoming,Male,2013,1215,369,294381
2385,Wyoming,Male,2014,1226,401,294826
2386,Wyoming,Male,2015,1228,352,296774
2387,Wyoming,Male,2016,1303,380,295805
2388,Wyoming,Male,2017,1387,387,292681
2389,Wyoming,Male,2018,1344,420,291711
2390,Wyoming,Male,2019,1489,453,292163
2391,Wyoming,Male,2020,1371,436,293548
2392,Wyoming,Male,2021,1323,458,294173
